ObjectId,Country,Measure,Date,Value
1,World,Andaman Sea,D12/17/1992,-10.34
2,World,Arabian Sea,D12/17/1992,-18.46
3,World,Atlantic Ocean,D12/17/1992,-15.41
4,World,Baltic Sea,D12/17/1992,196.85
5,World,Bay Bengal,D12/17/1992,3.27
6,World,Caribbean Sea,D12/17/1992,-13.58
7,World,Gulf Mexico,D12/17/1992,-3.95
8,World,Indian Ocean,D12/17/1992,-27.63
9,World,Indonesian,D12/17/1992,-3.09
10,World,Mediterranean,D12/17/1992,39.02
11,World,Nino,D12/17/1992,-3.13
12,World,North Pacific,D12/17/1992,19.59
13,World,North Sea,D12/17/1992,44.01
14,World,Pacific Ocean,D12/17/1992,-14.88
15,World,Persian Gulf,D12/17/1992,134.53
16,World,Sea Japan,D12/17/1992,-46.65
17,World,Sea Okhotsk,D12/17/1992,-4.39
18,World,South China,D12/17/1992,-4.6
19,World,Southern Ocean,D12/17/1992,-24.43
20,World,Tropics,D12/17/1992,-19.64
21,World,World,D12/17/1992,-15.95
22,World,Yellow Sea,D12/17/1992,-70.61
23,World,Adriatic Sea,D12/18/1992,9.19
24,World,Bering Sea,D12/18/1992,-5.35
25,World,North Atlantic,D12/18/1992,-0.23
26,World,Andaman Sea,D12/26/1992,-2.64
27,World,Baltic Sea,D12/26/1992,228.05
28,World,Bay Bengal,D12/26/1992,11.67
29,World,Mediterranean,D12/26/1992,-12.98
30,World,North Sea,D12/26/1992,63.31
31,World,Persian Gulf,D12/26/1992,112.23
32,World,Sea Japan,D12/26/1992,-23.05
33,World,Sea Okhotsk,D12/26/1992,-38.09
34,World,South China,D12/26/1992,-15.9
35,World,Arabian Sea,D12/27/1992,8.14
36,World,Atlantic Ocean,D12/27/1992,-10.31
37,World,Bering Sea,D12/27/1992,-30.85
38,World,Caribbean Sea,D12/27/1992,-2.48
39,World,Gulf Mexico,D12/27/1992,-13.75
40,World,Indian Ocean,D12/27/1992,-10.03
41,World,Indonesian,D12/27/1992,3.81
42,World,Nino,D12/27/1992,-8.93
43,World,North Atlantic,D12/27/1992,-0.53
44,World,North Pacific,D12/27/1992,-8.31
45,World,Pacific Ocean,D12/27/1992,-27.18
46,World,Southern Ocean,D12/27/1992,-16.73
47,World,Tropics,D12/27/1992,-22.34
48,World,World,D12/27/1992,-17.65
49,World,Yellow Sea,D12/27/1992,-44.41
50,World,Adriatic Sea,D12/28/1992,-51.91
51,World,Baltic Sea,D01/04/1993,-2.95
52,World,South China,D01/04/1993,-17.5
53,World,Andaman Sea,D01/05/1993,-79.04
54,World,Arabian Sea,D01/05/1993,32.14
55,World,Atlantic Ocean,D01/05/1993,-12.31
56,World,Bay Bengal,D01/05/1993,28.57
57,World,Bering Sea,D01/05/1993,-15.85
58,World,Caribbean Sea,D01/05/1993,-15.08
59,World,Gulf Mexico,D01/05/1993,-25.75
60,World,Indian Ocean,D01/05/1993,5.87
61,World,Indonesian,D01/05/1993,-7.09
62,World,Mediterranean,D01/05/1993,-83.58
63,World,Nino,D01/05/1993,-4.33
64,World,North Atlantic,D01/05/1993,-16.33
65,World,North Pacific,D01/05/1993,-16.71
66,World,North Sea,D01/05/1993,76.81
67,World,Pacific Ocean,D01/05/1993,-24.28
68,World,Sea Japan,D01/05/1993,-4.25
69,World,Sea Okhotsk,D01/05/1993,-41.09
70,World,Southern Ocean,D01/05/1993,-5.13
71,World,Tropics,D01/05/1993,-19.54
72,World,World,D01/05/1993,-14.55
73,World,Adriatic Sea,D01/06/1993,-79.01
74,World,Persian Gulf,D01/06/1993,82.33
75,World,Yellow Sea,D01/06/1993,-37.51
76,World,South China,D01/14/1993,8
77,World,Arabian Sea,D01/15/1993,30.34
78,World,Baltic Sea,D01/15/1993,-2.65
79,World,Bay Bengal,D01/15/1993,-6.43
80,World,Bering Sea,D01/15/1993,-40.95
81,World,Gulf Mexico,D01/15/1993,-18.25
82,World,Indian Ocean,D01/15/1993,1.87
83,World,Indonesian,D01/15/1993,-19.09
84,World,Mediterranean,D01/15/1993,-49.68
85,World,Nino,D01/15/1993,-7.03
86,World,North Pacific,D01/15/1993,-43.51
87,World,North Sea,D01/15/1993,229.71
88,World,Pacific Ocean,D01/15/1993,-33.18
89,World,Persian Gulf,D01/15/1993,-52.87
90,World,Sea Japan,D01/15/1993,1.55
91,World,Sea Okhotsk,D01/15/1993,-31.49
92,World,Southern Ocean,D01/15/1993,-10.33
93,World,Tropics,D01/15/1993,-22.74
94,World,World,D01/15/1993,-19.55
95,World,Yellow Sea,D01/15/1993,-58.61
96,World,Adriatic Sea,D01/16/1993,-52.71
97,World,Andaman Sea,D01/16/1993,-114.94
98,World,Atlantic Ocean,D01/16/1993,-9.91
99,World,Caribbean Sea,D01/16/1993,-7.68
100,World,North Atlantic,D01/16/1993,-8.43
101,World,Arabian Sea,D01/24/1993,8.64
102,World,Baltic Sea,D01/24/1993,379.85
103,World,Bay Bengal,D01/24/1993,-30.23
104,World,Bering Sea,D01/24/1993,-57.35
105,World,South China,D01/24/1993,12.3
106,World,Andaman Sea,D01/25/1993,-105.74
107,World,Atlantic Ocean,D01/25/1993,-19.11
108,World,Caribbean Sea,D01/25/1993,-13.98
109,World,Gulf Mexico,D01/25/1993,-28.65
110,World,Indian Ocean,D01/25/1993,-8.43
111,World,Indonesian,D01/25/1993,-8.39
112,World,Mediterranean,D01/25/1993,-90.98
113,World,Nino,D01/25/1993,-11.83
114,World,North Atlantic,D01/25/1993,-35.63
115,World,North Pacific,D01/25/1993,-61.21
116,World,North Sea,D01/25/1993,145.11
117,World,Pacific Ocean,D01/25/1993,-33.88
118,World,Persian Gulf,D01/25/1993,-74.97
119,World,Sea Japan,D01/25/1993,-96.45
120,World,Sea Okhotsk,D01/25/1993,-35.39
121,World,Southern Ocean,D01/25/1993,-13.03
122,World,Tropics,D01/25/1993,-24.84
123,World,World,D01/25/1993,-24.95
124,World,Adriatic Sea,D01/26/1993,-118.91
125,World,Yellow Sea,D01/26/1993,-96.11
126,World,Baltic Sea,D02/04/1993,495.15
127,World,North Sea,D02/04/1993,81.41
128,World,Adriatic Sea,D02/05/1993,-85.81
129,World,Andaman Sea,D02/05/1993,-158.54
130,World,Arabian Sea,D02/05/1993,-4.06
131,World,Atlantic Ocean,D02/05/1993,-23.01
132,World,Bay Bengal,D02/05/1993,-41.63
133,World,Bering Sea,D02/05/1993,-7.45
134,World,Gulf Mexico,D02/05/1993,-18.65
135,World,Indian Ocean,D02/05/1993,-19.73
136,World,Indonesian,D02/05/1993,24.81
137,World,Mediterranean,D02/05/1993,-66.28
138,World,Nino,D02/05/1993,-18.03
139,World,North Atlantic,D02/05/1993,-35.73
140,World,North Pacific,D02/05/1993,-82.41
141,World,Pacific Ocean,D02/05/1993,-35.68
142,World,Persian Gulf,D02/05/1993,-31.37
143,World,Sea Japan,D02/05/1993,-137.05
144,World,Sea Okhotsk,D02/05/1993,-37.39
145,World,South China,D02/05/1993,-17.7
146,World,Southern Ocean,D02/05/1993,-14.03
147,World,Tropics,D02/05/1993,-29.44
148,World,World,D02/05/1993,-29.05
149,World,Yellow Sea,D02/05/1993,-146.51
150,World,Caribbean Sea,D02/06/1993,-35.38
151,World,Arabian Sea,D02/13/1993,8.44
152,World,Baltic Sea,D02/13/1993,317.05
153,World,Bay Bengal,D02/13/1993,-55.83
154,World,Caribbean Sea,D02/13/1993,-35.18
155,World,Indian Ocean,D02/13/1993,-14.23
156,World,Mediterranean,D02/13/1993,-157.88
157,World,North Sea,D02/13/1993,48.81
158,World,Pacific Ocean,D02/13/1993,-29.78
159,World,Sea Okhotsk,D02/13/1993,-15.59
160,World,South China,D02/13/1993,-72.9
161,World,Andaman Sea,D02/14/1993,-190.64
162,World,Atlantic Ocean,D02/14/1993,-25.61
163,World,Bering Sea,D02/14/1993,-3.85
164,World,Gulf Mexico,D02/14/1993,-46.55
165,World,Indonesian,D02/14/1993,9.11
166,World,Nino,D02/14/1993,-20.83
167,World,North Atlantic,D02/14/1993,-37.73
168,World,North Pacific,D02/14/1993,-63.81
169,World,Persian Gulf,D02/14/1993,-100.57
170,World,Sea Japan,D02/14/1993,-122.05
171,World,Southern Ocean,D02/14/1993,-8.63
172,World,Tropics,D02/14/1993,-30.44
173,World,World,D02/14/1993,-27.35
174,World,Yellow Sea,D02/14/1993,-105.01
175,World,Adriatic Sea,D02/15/1993,-188.61
176,World,North Sea,D02/23/1993,6.31
177,World,South China,D02/23/1993,-70.6
178,World,Arabian Sea,D02/24/1993,24.14
179,World,Atlantic Ocean,D02/24/1993,-24.61
180,World,Baltic Sea,D02/24/1993,184.75
181,World,Bay Bengal,D02/24/1993,-56.63
182,World,Bering Sea,D02/24/1993,-17.05
183,World,Gulf Mexico,D02/24/1993,-27.65
184,World,Indian Ocean,D02/24/1993,-3.53
185,World,Indonesian,D02/24/1993,5.01
186,World,Mediterranean,D02/24/1993,-134.68
187,World,Nino,D02/24/1993,-16.83
188,World,North Atlantic,D02/24/1993,-51.83
189,World,North Pacific,D02/24/1993,-57.61
190,World,Pacific Ocean,D02/24/1993,-23.28
191,World,Persian Gulf,D02/24/1993,-70.07
192,World,Sea Japan,D02/24/1993,-73.75
193,World,Sea Okhotsk,D02/24/1993,6.71
194,World,Southern Ocean,D02/24/1993,0.97
195,World,Tropics,D02/24/1993,-23.04
196,World,World,D02/24/1993,-21.55
197,World,Yellow Sea,D02/24/1993,-133.31
198,World,Adriatic Sea,D02/25/1993,-127.81
199,World,Andaman Sea,D02/25/1993,-158.54
200,World,Caribbean Sea,D02/25/1993,-40.38
201,World,Baltic Sea,D03/05/1993,3.25
202,World,North Sea,D03/05/1993,-116.99
203,World,Sea Okhotsk,D03/05/1993,-14.29
204,World,Andaman Sea,D03/06/1993,-171.44
205,World,Arabian Sea,D03/06/1993,26.34
206,World,Atlantic Ocean,D03/06/1993,-23.71
207,World,Bay Bengal,D03/06/1993,-42.13
208,World,Bering Sea,D03/06/1993,-13.05
209,World,Caribbean Sea,D03/06/1993,-55.98
210,World,Gulf Mexico,D03/06/1993,-60.45
211,World,Indian Ocean,D03/06/1993,-7.53
212,World,Indonesian,D03/06/1993,-29.69
213,World,Mediterranean,D03/06/1993,-57.58
214,World,Nino,D03/06/1993,-8.13
215,World,North Atlantic,D03/06/1993,-59.73
216,World,North Pacific,D03/06/1993,-43.21
217,World,Pacific Ocean,D03/06/1993,-16.48
218,World,Persian Gulf,D03/06/1993,14.03
219,World,Sea Japan,D03/06/1993,-84.35
220,World,South China,D03/06/1993,-29.9
221,World,Southern Ocean,D03/06/1993,-0.13
222,World,Tropics,D03/06/1993,-18.64
223,World,World,D03/06/1993,-18.65
224,World,Adriatic Sea,D03/07/1993,-58.21
225,World,Yellow Sea,D03/07/1993,-106.91
226,World,Baltic Sea,D03/15/1993,-122.15
227,World,North Sea,D03/15/1993,36.31
228,World,Andaman Sea,D03/16/1993,-104.04
229,World,Arabian Sea,D03/16/1993,41.84
230,World,Atlantic Ocean,D03/16/1993,-21.61
231,World,Bay Bengal,D03/16/1993,-49.13
232,World,Bering Sea,D03/16/1993,-10.45
233,World,Caribbean Sea,D03/16/1993,-47.98
234,World,Gulf Mexico,D03/16/1993,-91.45
235,World,Indian Ocean,D03/16/1993,-4.83
236,World,Indonesian,D03/16/1993,-30.29
237,World,Mediterranean,D03/16/1993,-74.28
238,World,Nino,D03/16/1993,-7.23
239,World,North Atlantic,D03/16/1993,-55.13
240,World,North Pacific,D03/16/1993,-53.81
241,World,Pacific Ocean,D03/16/1993,-19.68
242,World,Persian Gulf,D03/16/1993,-37.97
243,World,Sea Japan,D03/16/1993,-57.05
244,World,Sea Okhotsk,D03/16/1993,24.31
245,World,South China,D03/16/1993,-66.9
246,World,Southern Ocean,D03/16/1993,2.17
247,World,Tropics,D03/16/1993,-19.54
248,World,World,D03/16/1993,-19.15
249,World,Yellow Sea,D03/16/1993,-48.81
250,World,Adriatic Sea,D03/18/1993,-121.01
251,World,Baltic Sea,D03/25/1993,142.65
252,World,Bay Bengal,D03/25/1993,-54.73
253,World,North Sea,D03/25/1993,28.51
254,World,South China,D03/25/1993,-56.5
255,World,Andaman Sea,D03/26/1993,-114.84
256,World,Arabian Sea,D03/26/1993,26.84
257,World,Atlantic Ocean,D03/26/1993,-34.21
258,World,Bering Sea,D03/26/1993,-29.35
259,World,Caribbean Sea,D03/26/1993,-66.18
260,World,Gulf Mexico,D03/26/1993,-77.25
261,World,Indian Ocean,D03/26/1993,-15.83
262,World,Indonesian,D03/26/1993,-34.59
263,World,Mediterranean,D03/26/1993,-133.98
264,World,Nino,D03/26/1993,-9.93
265,World,North Atlantic,D03/26/1993,-73.03
266,World,North Pacific,D03/26/1993,-44.81
267,World,Pacific Ocean,D03/26/1993,-15.08
268,World,Persian Gulf,D03/26/1993,-80.27
269,World,Sea Japan,D03/26/1993,-38.05
270,World,Sea Okhotsk,D03/26/1993,-12.99
271,World,Southern Ocean,D03/26/1993,-3.33
272,World,Tropics,D03/26/1993,-22.64
273,World,World,D03/26/1993,-22.65
274,World,Adriatic Sea,D03/27/1993,-168.81
275,World,Yellow Sea,D03/27/1993,-78.71
276,World,Andaman Sea,D04/14/1993,-74.24
277,World,Arabian Sea,D04/14/1993,44.64
278,World,Baltic Sea,D04/14/1993,-249.25
279,World,Bay Bengal,D04/14/1993,-40.63
280,World,Mediterranean,D04/14/1993,-94.28
281,World,North Sea,D04/14/1993,-150.09
282,World,Persian Gulf,D04/14/1993,-98.57
283,World,Sea Japan,D04/14/1993,-21.55
284,World,Sea Okhotsk,D04/14/1993,-39.29
285,World,South China,D04/14/1993,-31.8
286,World,Atlantic Ocean,D04/15/1993,-27.31
287,World,Bering Sea,D04/15/1993,-31.55
288,World,Caribbean Sea,D04/15/1993,-41.28
289,World,Gulf Mexico,D04/15/1993,-41.25
290,World,Indian Ocean,D04/15/1993,-30.53
291,World,Indonesian,D04/15/1993,-58.79
292,World,Nino,D04/15/1993,-12.43
293,World,North Atlantic,D04/15/1993,-61.63
294,World,North Pacific,D04/15/1993,-47.31
295,World,Pacific Ocean,D04/15/1993,-20.88
296,World,Southern Ocean,D04/15/1993,-11.93
297,World,Tropics,D04/15/1993,-23.84
298,World,World,D04/15/1993,-25.95
299,World,Yellow Sea,D04/15/1993,-72.61
300,World,Adriatic Sea,D04/16/1993,-104.51
301,World,Baltic Sea,D04/23/1993,-213.05
302,World,Andaman Sea,D04/24/1993,-23.24
303,World,Bay Bengal,D04/24/1993,-7.23
304,World,Indian Ocean,D04/24/1993,-17.53
305,World,Mediterranean,D04/24/1993,-79.08
306,World,Nino,D04/24/1993,-7.13
307,World,North Sea,D04/24/1993,-99.69
308,World,Pacific Ocean,D04/24/1993,-12.88
309,World,Persian Gulf,D04/24/1993,-57.57
310,World,Sea Japan,D04/24/1993,-19.25
311,World,South China,D04/24/1993,-98.3
312,World,Southern Ocean,D04/24/1993,-7.43
313,World,Tropics,D04/24/1993,-15.64
314,World,World,D04/24/1993,-19.75
315,World,Adriatic Sea,D04/25/1993,-91.11
316,World,Arabian Sea,D04/25/1993,64.54
317,World,Atlantic Ocean,D04/25/1993,-28.61
318,World,Bering Sea,D04/25/1993,-20.45
319,World,Caribbean Sea,D04/25/1993,-39.18
320,World,Gulf Mexico,D04/25/1993,-63.45
321,World,Indonesian,D04/25/1993,-69.29
322,World,North Atlantic,D04/25/1993,-69.73
323,World,North Pacific,D04/25/1993,-37.51
324,World,Sea Okhotsk,D04/25/1993,-23.69
325,World,Yellow Sea,D04/25/1993,-52.91
326,World,Andaman Sea,D05/04/1993,-10.74
327,World,Arabian Sea,D05/04/1993,75.24
328,World,Atlantic Ocean,D05/04/1993,-29.31
329,World,Baltic Sea,D05/04/1993,-141.45
330,World,Bay Bengal,D05/04/1993,24.77
331,World,Gulf Mexico,D05/04/1993,-57.65
332,World,Indian Ocean,D05/04/1993,1.27
333,World,Indonesian,D05/04/1993,-91.19
334,World,Mediterranean,D05/04/1993,-55.08
335,World,Nino,D05/04/1993,-13.53
336,World,North Pacific,D05/04/1993,-39.61
337,World,North Sea,D05/04/1993,-102.59
338,World,Pacific Ocean,D05/04/1993,-19.68
339,World,Persian Gulf,D05/04/1993,-48.87
340,World,Sea Japan,D05/04/1993,-56.95
341,World,Sea Okhotsk,D05/04/1993,-32.79
342,World,South China,D05/04/1993,-80.3
343,World,Southern Ocean,D05/04/1993,-4.93
344,World,Tropics,D05/04/1993,-16.24
345,World,World,D05/04/1993,-19.55
346,World,Adriatic Sea,D05/05/1993,-66.61
347,World,Bering Sea,D05/05/1993,-29.65
348,World,Caribbean Sea,D05/05/1993,-44.78
349,World,North Atlantic,D05/05/1993,-68.73
350,World,Yellow Sea,D05/05/1993,-36.51
351,World,Baltic Sea,D05/13/1993,-210.25
352,World,Andaman Sea,D05/14/1993,28.36
353,World,Arabian Sea,D05/14/1993,74.74
354,World,Atlantic Ocean,D05/14/1993,-20.21
355,World,Bay Bengal,D05/14/1993,21.97
356,World,Bering Sea,D05/14/1993,-3.35
357,World,Gulf Mexico,D05/14/1993,-38.25
358,World,Indian Ocean,D05/14/1993,-0.03
359,World,Indonesian,D05/14/1993,-101.39
360,World,Mediterranean,D05/14/1993,-50.18
361,World,Nino,D05/14/1993,-11.43
362,World,North Pacific,D05/14/1993,-38.01
363,World,North Sea,D05/14/1993,-144.89
364,World,Pacific Ocean,D05/14/1993,-18.08
365,World,Persian Gulf,D05/14/1993,-83.57
366,World,Sea Japan,D05/14/1993,-41.35
367,World,Sea Okhotsk,D05/14/1993,-25.59
368,World,South China,D05/14/1993,-83.5
369,World,Southern Ocean,D05/14/1993,-6.83
370,World,Tropics,D05/14/1993,-12.94
371,World,World,D05/14/1993,-16.85
372,World,Adriatic Sea,D05/15/1993,-62.41
373,World,Caribbean Sea,D05/15/1993,-45.18
374,World,North Atlantic,D05/15/1993,-55.73
375,World,Yellow Sea,D05/15/1993,-34.31
376,World,Baltic Sea,D05/23/1993,-261.25
377,World,Andaman Sea,D05/24/1993,-5.64
378,World,Arabian Sea,D05/24/1993,68.74
379,World,Atlantic Ocean,D05/24/1993,-28.21
380,World,Bay Bengal,D05/24/1993,34.37
381,World,Bering Sea,D05/24/1993,-12.95
382,World,Caribbean Sea,D05/24/1993,-36.98
383,World,Gulf Mexico,D05/24/1993,-26.45
384,World,Indian Ocean,D05/24/1993,-4.63
385,World,Indonesian,D05/24/1993,-108.29
386,World,Mediterranean,D05/24/1993,-36.28
387,World,Nino,D05/24/1993,-17.43
388,World,North Atlantic,D05/24/1993,-52.13
389,World,North Pacific,D05/24/1993,-50.81
390,World,North Sea,D05/24/1993,-78.69
391,World,Pacific Ocean,D05/24/1993,-22.18
392,World,Persian Gulf,D05/24/1993,-116.77
393,World,Sea Japan,D05/24/1993,-49.65
394,World,Sea Okhotsk,D05/24/1993,-14.59
395,World,South China,D05/24/1993,-85.5
396,World,Southern Ocean,D05/24/1993,-15.93
397,World,Tropics,D05/24/1993,-16.54
398,World,World,D05/24/1993,-21.75
399,World,Yellow Sea,D05/25/1993,-60.81
400,World,Adriatic Sea,D05/27/1993,-60.61
401,World,Baltic Sea,D06/02/1993,-195.95
402,World,Andaman Sea,D06/03/1993,44.16
403,World,Arabian Sea,D06/03/1993,58.54
404,World,Atlantic Ocean,D06/03/1993,-41.01
405,World,Bay Bengal,D06/03/1993,25.47
406,World,Gulf Mexico,D06/03/1993,-35.75
407,World,Indian Ocean,D06/03/1993,-11.63
408,World,Indonesian,D06/03/1993,-111.29
409,World,Mediterranean,D06/03/1993,-40.48
410,World,Nino,D06/03/1993,-29.83
411,World,North Atlantic,D06/03/1993,-58.33
412,World,North Pacific,D06/03/1993,-50.01
413,World,North Sea,D06/03/1993,-61.29
414,World,Pacific Ocean,D06/03/1993,-22.08
415,World,Persian Gulf,D06/03/1993,-72.37
416,World,Sea Japan,D06/03/1993,-38.05
417,World,Sea Okhotsk,D06/03/1993,-14.89
418,World,South China,D06/03/1993,-106.7
419,World,Southern Ocean,D06/03/1993,-20.23
420,World,Tropics,D06/03/1993,-23.44
421,World,World,D06/03/1993,-26.45
422,World,Adriatic Sea,D06/04/1993,-48.41
423,World,Bering Sea,D06/04/1993,-10.85
424,World,Caribbean Sea,D06/04/1993,-37.38
425,World,Yellow Sea,D06/04/1993,-60.11
426,World,Baltic Sea,D06/12/1993,-106.55
427,World,Bay Bengal,D06/12/1993,16.87
428,World,Andaman Sea,D06/13/1993,82.86
429,World,Arabian Sea,D06/13/1993,37.94
430,World,Atlantic Ocean,D06/13/1993,-31.61
431,World,Bering Sea,D06/13/1993,-2.15
432,World,Caribbean Sea,D06/13/1993,-7.68
433,World,Gulf Mexico,D06/13/1993,0.15
434,World,Indian Ocean,D06/13/1993,-15.33
435,World,Indonesian,D06/13/1993,-107.99
436,World,Mediterranean,D06/13/1993,-41.78
437,World,Nino,D06/13/1993,-29.13
438,World,North Atlantic,D06/13/1993,-40.63
439,World,North Pacific,D06/13/1993,-36.11
440,World,North Sea,D06/13/1993,-59.59
441,World,Pacific Ocean,D06/13/1993,-19.98
442,World,Persian Gulf,D06/13/1993,-81.07
443,World,Sea Japan,D06/13/1993,-99.75
444,World,Sea Okhotsk,D06/13/1993,-37.19
445,World,South China,D06/13/1993,-95.4
446,World,Southern Ocean,D06/13/1993,-26.23
447,World,Tropics,D06/13/1993,-18.54
448,World,World,D06/13/1993,-23.45
449,World,Adriatic Sea,D06/14/1993,-60.21
450,World,Yellow Sea,D06/14/1993,-58.11
451,World,Baltic Sea,D06/22/1993,-4.55
452,World,North Sea,D06/22/1993,-39.59
453,World,Sea Okhotsk,D06/22/1993,-18.19
454,World,Andaman Sea,D06/23/1993,63.66
455,World,Arabian Sea,D06/23/1993,28.04
456,World,Atlantic Ocean,D06/23/1993,-38.61
457,World,Bay Bengal,D06/23/1993,17.87
458,World,Bering Sea,D06/23/1993,20.65
459,World,Caribbean Sea,D06/23/1993,-34.58
460,World,Gulf Mexico,D06/23/1993,8.95
461,World,Indian Ocean,D06/23/1993,-17.23
462,World,Indonesian,D06/23/1993,-113.89
463,World,Mediterranean,D06/23/1993,-45.08
464,World,Nino,D06/23/1993,-26.53
465,World,North Atlantic,D06/23/1993,-45.73
466,World,North Pacific,D06/23/1993,-20.51
467,World,Pacific Ocean,D06/23/1993,-5.98
468,World,Persian Gulf,D06/23/1993,-100.37
469,World,Sea Japan,D06/23/1993,-90.15
470,World,South China,D06/23/1993,-96.8
471,World,Southern Ocean,D06/23/1993,-17.83
472,World,Tropics,D06/23/1993,-16.54
473,World,World,D06/23/1993,-18.65
474,World,Adriatic Sea,D06/24/1993,-69.51
475,World,Yellow Sea,D06/24/1993,-42.71
476,World,Baltic Sea,D06/30/1993,82.55
477,World,Persian Gulf,D06/30/1993,16.93
478,World,Adriatic Sea,D07/01/1993,-89.61
479,World,Andaman Sea,D07/02/1993,70.06
480,World,Bay Bengal,D07/02/1993,14.07
481,World,Gulf Mexico,D07/02/1993,-0.35
482,World,Indonesian,D07/02/1993,-119.79
483,World,Mediterranean,D07/02/1993,-36.48
484,World,North Sea,D07/02/1993,-13.49
485,World,Sea Japan,D07/02/1993,-59.55
486,World,Sea Okhotsk,D07/02/1993,-17.89
487,World,South China,D07/02/1993,-75
488,World,Arabian Sea,D07/03/1993,24.84
489,World,Atlantic Ocean,D07/03/1993,-30.61
490,World,Bering Sea,D07/03/1993,13.55
491,World,Caribbean Sea,D07/03/1993,-24.98
492,World,Indian Ocean,D07/03/1993,-5.83
493,World,Nino,D07/03/1993,-21.63
494,World,North Atlantic,D07/03/1993,-29.93
495,World,North Pacific,D07/03/1993,-15.51
496,World,Pacific Ocean,D07/03/1993,-8.88
497,World,Southern Ocean,D07/03/1993,-15.53
498,World,Tropics,D07/03/1993,-14.14
499,World,World,D07/03/1993,-15.35
500,World,Yellow Sea,D07/03/1993,-10.01
501,World,Andaman Sea,D07/12/1993,64.16
502,World,Baltic Sea,D07/12/1993,121.45
503,World,Bay Bengal,D07/12/1993,22.07
504,World,Mediterranean,D07/12/1993,-42.28
505,World,North Sea,D07/12/1993,-74.59
506,World,Sea Okhotsk,D07/12/1993,-13.89
507,World,Arabian Sea,D07/13/1993,4.44
508,World,Atlantic Ocean,D07/13/1993,-29.21
509,World,Bering Sea,D07/13/1993,10.25
510,World,Caribbean Sea,D07/13/1993,-7.88
511,World,Gulf Mexico,D07/13/1993,14.65
512,World,Indian Ocean,D07/13/1993,-8.63
513,World,Indonesian,D07/13/1993,-122.49
514,World,Nino,D07/13/1993,-16.13
515,World,North Atlantic,D07/13/1993,-17.43
516,World,North Pacific,D07/13/1993,-2.01
517,World,Pacific Ocean,D07/13/1993,-9.88
518,World,Persian Gulf,D07/13/1993,-33.07
519,World,Sea Japan,D07/13/1993,-18.85
520,World,South China,D07/13/1993,-66.4
521,World,Southern Ocean,D07/13/1993,-33.43
522,World,Tropics,D07/13/1993,-8.44
523,World,World,D07/13/1993,-15.95
524,World,Yellow Sea,D07/13/1993,5.29
525,World,Adriatic Sea,D07/14/1993,-91.81
526,World,Baltic Sea,D08/01/1993,104.45
527,World,Bay Bengal,D08/01/1993,-35.13
528,World,Bering Sea,D08/01/1993,45.15
529,World,Indonesian,D08/01/1993,-139.39
530,World,Mediterranean,D08/01/1993,-15.08
531,World,North Sea,D08/01/1993,-44.59
532,World,Persian Gulf,D08/01/1993,-83.47
533,World,Sea Okhotsk,D08/01/1993,-4.39
534,World,South China,D08/01/1993,-79.3
535,World,Adriatic Sea,D08/02/1993,-39.51
536,World,Andaman Sea,D08/02/1993,68.86
537,World,Arabian Sea,D08/02/1993,-62.56
538,World,Atlantic Ocean,D08/02/1993,-23.51
539,World,Caribbean Sea,D08/02/1993,2.22
540,World,Gulf Mexico,D08/02/1993,28.25
541,World,Indian Ocean,D08/02/1993,-41.13
542,World,Nino,D08/02/1993,-36.73
543,World,North Atlantic,D08/02/1993,-1.83
544,World,North Pacific,D08/02/1993,16.59
545,World,Pacific Ocean,D08/02/1993,-13.08
546,World,Sea Japan,D08/02/1993,-61.65
547,World,Southern Ocean,D08/02/1993,-45.53
548,World,Tropics,D08/02/1993,-19.64
549,World,World,D08/02/1993,-22.75
550,World,Yellow Sea,D08/02/1993,58.09
551,World,Baltic Sea,D08/11/1993,78.15
552,World,Mediterranean,D08/11/1993,-20.18
553,World,North Sea,D08/11/1993,-23.79
554,World,Sea Okhotsk,D08/11/1993,-1.59
555,World,South China,D08/11/1993,-64.2
556,World,Adriatic Sea,D08/12/1993,-44.91
557,World,Andaman Sea,D08/12/1993,77.96
558,World,Arabian Sea,D08/12/1993,-63.26
559,World,Atlantic Ocean,D08/12/1993,-25.51
560,World,Bay Bengal,D08/12/1993,-31.93
561,World,Bering Sea,D08/12/1993,14.45
562,World,Caribbean Sea,D08/12/1993,11.82
563,World,Gulf Mexico,D08/12/1993,11.55
564,World,Indian Ocean,D08/12/1993,-40.93
565,World,Indonesian,D08/12/1993,-139.09
566,World,Nino,D08/12/1993,-29.83
567,World,North Atlantic,D08/12/1993,3.27
568,World,North Pacific,D08/12/1993,27.39
569,World,Pacific Ocean,D08/12/1993,-3.88
570,World,Persian Gulf,D08/12/1993,-111.57
571,World,Sea Japan,D08/12/1993,-46.15
572,World,Southern Ocean,D08/12/1993,-39.53
573,World,Tropics,D08/12/1993,-17.04
574,World,World,D08/12/1993,-18.55
575,World,Yellow Sea,D08/12/1993,60.69
576,World,Baltic Sea,D08/20/1993,105.25
577,World,Andaman Sea,D08/21/1993,94.46
578,World,Bay Bengal,D08/21/1993,17.57
579,World,Bering Sea,D08/21/1993,15.55
580,World,Gulf Mexico,D08/21/1993,30.05
581,World,Indian Ocean,D08/21/1993,-27.63
582,World,Indonesian,D08/21/1993,-148.79
583,World,Mediterranean,D08/21/1993,10.02
